order_id,order_date,delivery_date,origin_city,destination_city,distance_km,vehicle_type,delivery_time_hours,delivery_cost,weather_condition,traffic_level,delayed,customer_rating,is_weekend,month,day_of_week
ORD-10651,2023-01-06,2023-01-06 10:00:00,Port Harcourt,Abuja,,Bike,1.515845941658553,65.95580557615422,Clear,Low,0,4.7391869440469465,False,1,Friday
ORD-10652,2023-09-01,2023-09-01 16:00:00,Lagos,Ibadan,102.95,Bike,2.553817292691507,,Storm,Low,0,4.481895283932031,False,9,Friday
ORD-10653,2023-05-21,2023-05-22 18:00:00,Kano,Port Harcourt,35.45,Van,0.9096694201393956,57.47709111117155,Storm,Medium,0,4.221579073269689,True,5,Sunday
ORD-10654,2023-06-03,2023-06-04 09:00:00,kano,Port Harcourt,127.38,Bike,6.244377503051997,247.99450742153738,Rain,High,0,4.5902942580181225,True,6,Saturday
ORD-10655,2023-06-03,2023-06-03 10:00:00,Kano,Port Harcourt,410.87,Bike,7.64650480747722,604.0566858915873,Rain,Low,0,4.478895506478425,True,6,Saturday
ORD-10656,2023-03-11,2023-03-12 02:00:00,Ibadan,Port Harcourt,226.2,Van,8.274291563732868,499.89024644961097,Clear,High,1,3.665774390350425,True,3,Saturday
ORD-10657,2023-06-21,2023-06-21 03:00:00,Ibadan,Ibadan,38.77,Van,1.0917115536565132,,Storm,Low,1,3.0086818562439896,False,6,Wednesday
ORD-10658,2023-09-07,2023-09-08 10:00:00,Ibadan,Kano,34.42,Bike,0.6247502210078476,44.01663599930578,Clear,Low,0,4.920164530126897,False,9,Thursday
ORD-10659,2023-11-14,2023-11-16 09:00:00,Lagos,Ibadan,34.22,Van,0.7450026860574934,22.1817751210239,Rain,Low,0,4.509536362983617,False,11,Tuesday
ORD-10660,2023-12-17,2023-12-19 21:00:00,ibadan,Kano,217.3,Van,3.628482519739972,351.6171652377933,Clear,High,0,3.050278314761883,True,12,Sunday
ORD-10661,2023-01-26,2023-01-28 20:00:00,Kano,Abuja,175.91,Van,5.040208932148889,,Clear,High,0,,False,1,Thursday
ORD-10662,2023-08-15,2023-08-15 23:00:00,Lagos,Lagos,361.65,Truck,7.816218155946784,693.4751984272473,Clear,Low,0,3.0441684989513402,False,8,Tuesday
ORD-10663,2023-07-14,2023-07-15 14:00:00,Port Harcourt,Abuja,,Van,8.414216929310935,169.10943374368563,Rain,Medium,1,4.432023933225843,False,7,Friday
ORD-10664,2023-09-02,2023-09-03 04:00:00,Kano,Lagos,274.66,Truck,12.121702654960513,558.3920470092395,Rain,High,0,4.454899942894897,True,9,Saturday
ORD-10665,2023-01-29,2023-01-28 19:00:00,Kano,Lagos,376.12,Truck,7.21641216262338,577.726387872215,Clear,Medium,0,4.177893683449222,True,1,Sunday
ORD-10666,2023-01-31,2023-01-31 14:00:00,port harcourt,Lagos,310.62,Bike,6.251141136139004,260.8468761989588,Clear,High,0,4.726023793048322,False,1,Tuesday
ORD-10667,2023-11-23,2023-11-25 22:00:00,Ibadan,Ibadan,375.24,Truck,6.661561014617648,757.0206742270993,Clear,Low,0,4.135331842569684,False,11,Thursday
ORD-10668,2023-08-09,2023-08-10 07:00:00,Lagos,Lagos,444.67,Truck,10.304672225591776,784.745900378208,Rain,High,0,3.684803050290257,False,8,Wednesday
ORD-10669,2023-01-23,2023-01-23 13:00:00,Abuja,Ibadan,358.48,Van,11.624729074640433,324.24815726887056,Clear,Medium,0,3.1037515699820837,False,1,Monday
ORD-10670,2023-04-29,2023-04-29 18:00:00,Port Harcourt,Kano,108.24,Bike,2.925877205894444,250.64888148550745,Storm,Low,0,2.9698009520383075,True,4,Saturday
ORD-10671,2023-04-15,2023-04-15 03:00:00,Abuja,Kano,39.41,Bike,0.8236800889288528,49.877198612876086,Clear,Medium,1,4.148776921601925,True,4,Saturday
ORD-10672,2023-08-11,2023-08-11 18:00:00,Port Harcourt,Lagos,398.32,Bike,12.899865394091448,750.7208119893774,Clear,High,0,4.847671198625729,False,8,Friday
ORD-10673,2023-06-07,2023-06-08 02:00:00,Abuja,Port Harcourt,318.55,Van,9.658745937058043,330.98100746640694,Clear,High,0,4.23660239723432,False,6,Wednesday
ORD-10674,2023-07-25,2023-07-26 15:00:00,Kano,Lagos,110.14,Van,2.5139156301778858,566.8190186555886,Rain,Medium,0,4.537349321351348,False,7,Tuesday
ORD-10675,2023-11-05,2023-11-07 13:00:00,Lagos,Abuja,389.23,Bike,7.717602988781078,340.74938393519056,Rain,Medium,0,4.247372071218464,True,11,Sunday
ORD-10676,2023-06-11,2023-06-11 02:00:00,Kano,Kano,184.81,Van,4.955508875520679,103.91832767829321,Rain,Low,0,2.58419100968616,True,6,Sunday
ORD-10677,2023-01-20,2023-01-21 04:00:00,Abuja,Ibadan,439.71,Truck,14.787192690189267,709.9884536658947,Clear,High,0,4.167118478264145,False,1,Friday
ORD-10678,2023-10-05,2023-10-06 03:00:00,Abuja,Ibadan,162.19,Van,2.9005610895322755,369.1827781264226,Clear,Low,0,4.7524022392261696,False,10,Thursday
ORD-10679,2023-05-27,2023-05-27 22:00:00,Abuja,Ibadan,498.08,Truck,9.394788621447539,,Rain,High,0,,True,5,Saturday
ORD-10680,2023-09-13,2023-09-13 14:00:00,Abuja,Ibadan,34.56,Truck,1.4523011436096427,86.32345734374105,Rain,High,0,4.370459780122116,False,9,Wednesday
ORD-10681,2023-06-02,2023-06-02 14:00:00,Kano,Ibadan,403.53,Van,7.428628224108169,1006.9108937013843,Storm,Low,0,2.6008770671492494,False,6,Friday
ORD-10682,2023-10-01,2023-10-03 12:00:00,Kano,Ibadan,206.18,Truck,8.180698515000204,112.33753965486505,Storm,Medium,0,4.459345627688091,True,10,Sunday
ORD-10683,2023-06-15,2023-06-16 12:00:00,Lagos,Kano,283.52,Van,8.720708599511008,512.7980907945918,Rain,Medium,0,2.5359536151802127,False,6,Thursday
ORD-10684,2023-12-18,2023-12-18 15:00:00,Port Harcourt,Ibadan,382.41,Van,8.507505077245431,774.2292932708242,Rain,Medium,0,4.59279906957663,False,12,Monday
ORD-10685,2023-05-04,2023-05-05 07:00:00,Port Harcourt,Port Harcourt,310.14,Bike,7.2912675373312,542.5056017644816,Storm,High,1,3.9673412663972676,False,5,Thursday
ORD-10686,2023-05-20,2023-05-20 03:00:00,Port Harcourt,Kano,290.89,Bike,4.878481037002359,585.6954765971515,Rain,High,0,4.268492500082319,True,5,Saturday
ORD-10687,2023-07-25,2023-07-27 07:00:00,Lagos,Port Harcourt,195.23,Truck,6.696274262505434,330.66178384959454,Clear,High,1,4.822848800038656,False,7,Tuesday
ORD-10688,2023-04-13,2023-04-14 14:00:00,Ibadan,Lagos,171.61,Truck,4.174704750288345,158.44267310714778,Storm,Low,1,4.95279476966984,False,4,Thursday
ORD-10689,2023-04-29,2023-05-01 09:00:00,Port Harcourt,Lagos,325.1,Truck,6.230766940682615,627.5081248666618,Storm,Medium,0,2.633369992472244,True,4,Saturday
ORD-10690,2023-11-03,2023-11-04 22:00:00,Kano,Port Harcourt,227.93,Truck,4.850456623036096,422.8245615050165,Storm,Medium,0,4.854229966645077,False,11,Friday
ORD-10691,2023-03-31,2023-04-01 18:00:00,Lagos,Lagos,84.51,Truck,2.1119908528806337,159.02820971662007,Rain,Low,0,4.121597391922039,False,3,Friday
ORD-10692,2023-12-29,2023-12-31 18:00:00,Ibadan,Kano,138.37,Bike,5.271586974393729,245.17512604602396,Clear,Medium,0,2.9483900257231026,False,12,Friday
ORD-10693,2023-08-27,2023-08-29 02:00:00,Kano,Kano,352.86,BIKE,9.235509496032018,647.6820047061772,Clear,Medium,1,2.924321071442308,True,8,Sunday
ORD-10694,2023-01-20,2023-01-20 02:00:00,ibadan,Abuja,10.55,Bike,0.20619925470027084,18.139615670720197,Clear,Low,0,4.595387437471606,False,1,Friday
ORD-10695,2023-05-20,2023-05-22 01:00:00,Abuja,Ibadan,401.6,Truck,6.87238109564461,631.2630553340214,Rain,Low,0,3.504717999726825,True,5,Saturday
ORD-10696,2023-02-04,2023-02-05 00:00:00,Abuja,Port Harcourt,77.69,Truck,1.8107746623909171,81.88720602977058,Rain,Medium,1,3.957977010692744,True,2,Saturday
ORD-10697,2023-08-28,2023-08-29 05:00:00,Abuja,Ibadan,296.83,Bike,8.680004612789562,179.27899869508582,Storm,Low,0,3.558337860382994,False,8,Monday
ORD-10698,2023-12-23,2023-12-23 19:00:00,Ibadan,Abuja,43.2,Truck,0.9757446543031437,97.7160676872664,Clear,Medium,1,4.147613525330581,True,12,Saturday
ORD-10699,2023-08-02,2023-08-03 23:00:00,kano,Lagos,106.4,Bike,1.9515819397379301,241.7606830346507,Clear,Medium,0,4.343565214426693,False,8,Wednesday
ORD-10700,2023-05-05,2023-05-07 06:00:00,Ibadan,Lagos,143.97,Bike,2.7630420814313323,359.12968089824335,Rain,Low,0,4.74341466447733,False,5,Friday
ORD-10701,2023-09-30,2023-09-30 13:00:00,Abuja,Abuja,311.69,Bike,5.2886805495350515,445.7226330356244,Clear,Medium,1,2.655985171495693,True,9,Saturday
ORD-10702,2023-03-17,2023-03-17 13:00:00,Abuja,Ibadan,168.3,Bike,7.420418488474716,412.4504987290552,Rain,Low,1,4.6313685531149265,False,3,Friday
ORD-10703,2023-07-20,2023-07-22 12:00:00,Kano,Lagos,,Truck,20.040899222397375,,Rain,Low,0,3.0269827538750715,False,7,Thursday
ORD-10704,2023-08-06,2023-08-08 13:00:00,Ibadan,Abuja,115.45,Truck,2.978256654266396,119.73600446504608,Clear,High,0,2.9187277227352695,True,8,Sunday
ORD-10705,2023-09-28,2023-09-28 10:00:00,ibadan,Ibadan,74.49,Truck,1.264190707938142,150.3643976807142,Storm,High,1,3.5993512162697714,False,9,Thursday
ORD-10706,2023-01-15,2023-01-16 21:00:00,Kano,Kano,139.91,BIKE,2.694114093425714,161.2473713462737,Rain,Medium,0,3.081264980519578,True,1,Sunday
ORD-10707,2023-03-04,2023-03-04 11:00:00,Abuja,Port Harcourt,65.71,VAN,2.171619586807016,397.7556067221916,Storm,Low,0,2.656412105548629,True,3,Saturday
ORD-10708,2023-08-25,2023-08-26 10:00:00,Kano,Port Harcourt,106.04,Truck,2.025173509784212,84.17920155364611,Rain,Low,0,4.66164730464535,False,8,Friday
ORD-10709,2023-08-02,2023-08-03 08:00:00,Ibadan,Ibadan,78.31,Bike,3.359578252717014,115.0433407894313,Clear,Low,0,3.908520911209635,False,8,Wednesday
ORD-10710,2023-06-01,2023-06-01 15:00:00,Abuja,Lagos,402.1,Bike,15.777326929150812,668.0482037985561,Rain,High,0,2.860196965032999,False,6,Thursday
ORD-10711,2023-05-31,2023-06-01 07:00:00,Lagos,Ibadan,312.38,Van,10.094482940271405,460.9693688535572,Storm,High,0,3.6489601430340577,False,5,Wednesday
ORD-10712,2023-02-27,2023-02-28 14:00:00,Ibadan,Lagos,153.93,Bike,2.910091256174542,94.5064708934098,Clear,Low,0,3.6460785603285952,False,2,Monday
ORD-10713,2023-04-14,2023-04-14 03:00:00,Ibadan,Lagos,362.78,Truck,8.44233910015985,3327.46291687305,Rain,Medium,1,4.655507434145472,False,4,Friday
ORD-10714,2023-08-06,2023-08-07 10:00:00,Ibadan,Port Harcourt,157.62,Bike,3.7961597368128537,343.6456706471734,Clear,Low,1,4.723798277609408,True,8,Sunday
ORD-10715,2023-02-22,2023-02-24 09:00:00,Abuja,Abuja,186.36,Bike,6.701991371276886,275.5863865421838,Storm,Medium,1,3.731422676883244,False,2,Wednesday
ORD-10716,2023-06-01,2023-06-03 04:00:00,Ibadan,Kano,242.11,Van,4.522950535758311,296.05393789991297,Rain,High,1,3.517012002379309,False,6,Thursday
ORD-10717,2023-11-26,2023-11-28 03:00:00,Kano,Ibadan,164.79,Van,4.318441895071165,333.68226864006317,Rain,Medium,0,2.9910480396800434,True,11,Sunday
ORD-10718,2023-03-12,2023-03-12 06:00:00,Port Harcourt,Ibadan,475.77,Truck,17.608286347100716,778.1002521041156,Rain,Medium,0,3.7240611551256118,True,3,Sunday
ORD-10719,2023-06-03,2023-06-05 10:00:00,Ibadan,Kano,322.73,Van,11.055021301367542,518.08638735918,Clear,Medium,0,4.154168149072973,True,6,Saturday
ORD-10720,2023-02-21,2023-02-23 19:00:00,Abuja,Lagos,71.47,Bike,1.6684916236942484,62.21754459849229,Clear,High,0,3.046774500808958,False,2,Tuesday
ORD-10721,2023-02-12,2023-02-13 18:00:00,Kano,Lagos,92.24,Bike,1.7394440298507807,98.82733208208104,Rain,Medium,1,4.924816313362977,True,2,Sunday
ORD-10722,2023-07-05,2023-07-06 04:00:00,Kano,Ibadan,286.06,Truck,11.122064562425052,357.316541002326,Clear,High,1,3.418476821742676,False,7,Wednesday
ORD-10723,2023-05-20,2023-05-21 17:00:00,Port Harcourt,Lagos,44.42,Bike,1.0508287812556232,97.29053644690772,Storm,High,1,2.937807850325883,True,5,Saturday
ORD-10724,2023-08-24,2023-08-26 13:00:00,Abuja,Kano,336.71,Van,11.683136973903338,315.3003179181238,Rain,High,1,3.1241723818505753,False,8,Thursday
ORD-10725,2023-11-15,2023-11-16 21:00:00,Abuja,Ibadan,132.36,Van,6.609363006546895,296.6635067137071,Rain,Medium,1,4.068322337726695,False,11,Wednesday
ORD-10726,2023-10-14,2023-10-15 16:00:00,Abuja,Kano,375.38,Truck,14.39233282432867,531.7810218725681,Rain,Medium,0,2.7344413156425413,True,10,Saturday
ORD-10727,2023-12-25,2023-12-25 03:00:00,Kano,Kano,243.58,Van,4.286147710828944,141.30520043673633,Storm,Medium,0,3.0188523405142584,False,12,Monday
ORD-10728,2023-03-14,2023-03-16 09:00:00,Kano,Kano,119.84,Van,2.127184394902995,172.10679091887465,Clear,Medium,0,4.401439106138206,False,3,Tuesday
ORD-10729,2023-03-17,2023-03-18 14:00:00,Abuja,Lagos,78.09,Van,1.9774318949737564,106.20009074142712,Clear,High,0,4.9988942581260964,False,3,Friday
ORD-10730,2023-03-12,2023-03-13 21:00:00,Kano,Port Harcourt,384.95,Truck,10.71847378472948,829.6080949457886,Storm,Medium,0,2.5761592157724005,True,3,Sunday
ORD-10731,2023-06-15,2023-06-15 06:00:00,Lagos,Abuja,103.02,Bike,3.0645699494044596,,Rain,High,0,4.776514293036055,False,6,Thursday
ORD-10732,2023-05-02,2023-05-04 02:00:00,Kano,Ibadan,255.42,Van,6.377364748931709,153.3761391379722,Rain,High,0,3.8778999047909304,False,5,Tuesday
ORD-10733,2023-07-18,2023-07-19 11:00:00,Abuja,Port Harcourt,219.65,Bike,4.100455786675988,180.4115415639136,Clear,Medium,0,3.6225969198253147,False,7,Tuesday
ORD-10734,2023-01-10,2023-01-12 21:00:00,Port Harcourt,Port Harcourt,119.5,Van,5.43562931560781,232.92899055658333,Clear,High,0,4.020798750019429,False,1,Tuesday
ORD-10735,2023-06-17,2023-06-19 09:00:00,Kano,Abuja,141.24,Van,5.242792438261061,177.8922101942488,Clear,Low,1,3.4802339422614317,True,6,Saturday
ORD-10736,2023-12-02,2023-12-02 14:00:00,Abuja,Port Harcourt,375.63,Van,15.013518358525214,768.3672567375875,Rain,Medium,0,4.193482824722182,True,12,Saturday
ORD-10737,2023-11-03,2023-11-05 11:00:00,Port Harcourt,Lagos,283.32,Bike,4.956111102463568,361.13243158553195,Storm,Low,0,2.547888713878132,False,11,Friday
ORD-10738,2023-09-29,2023-10-01 12:00:00,Ibadan,Lagos,413.6,VAN,10.090407340177123,848.0818796778701,Clear,Low,0,3.3627093637830843,False,9,Friday
ORD-10739,2023-04-19,2023-04-20 03:00:00,Ibadan,Abuja,16.02,VAN,0.2740349663599555,29.408487730694063,Clear,Low,1,3.163741018572681,False,4,Wednesday
ORD-10740,2023-10-30,2023-10-30 15:00:00,Port Harcourt,Lagos,306.12,Truck,6.493848286722783,1737.3831424285297,Storm,High,1,4.867903657250619,False,10,Monday
ORD-10741,2023-12-30,2024-01-01 12:00:00,Port Harcourt,Lagos,442.54,Truck,8.928895866676166,466.84843873096236,Rain,High,0,4.908400801115095,True,12,Saturday
ORD-10742,2023-09-08,2023-09-09 20:00:00,Port Harcourt,Port Harcourt,6.13,Van,0.12602278144163429,11.723577952927513,Storm,Low,0,4.975272115217164,False,9,Friday
ORD-10743,2023-08-02,2023-08-04 05:00:00,Lagos,Lagos,156.63,Bike,4.661763290875928,103.04355736703799,Rain,Low,0,3.1526213155871203,False,8,Wednesday
ORD-10744,2023-06-08,2023-06-10 04:00:00,Kano,Abuja,172.35,Van,3.2285636722282955,408.6365118129278,Clear,Medium,0,3.4312723288836646,False,6,Thursday
ORD-10745,2023-09-21,2023-09-23 08:00:00,Abuja,Kano,464.39,Bike,20.66496112528679,317.97761129928614,Storm,Medium,0,,False,9,Thursday
ORD-10746,2023-07-10,2023-07-12 09:00:00,Lagos,Kano,76.09,Van,1.295743207938692,106.02601675820164,Clear,Low,0,,False,7,Monday
ORD-10747,2023-07-04,2023-07-06 01:00:00,Lagos,Abuja,236.01,Van,5.078045247312518,472.57563218504725,Clear,Medium,1,3.944727781735221,False,7,Tuesday
ORD-10748,2023-03-26,2023-03-27 12:00:00,Abuja,Port Harcourt,452.28,Bike,8.58276351026831,910.9354426317885,Rain,High,0,2.517194905549123,True,3,Sunday
ORD-10749,2023-02-28,2023-03-02 05:00:00,Kano,Ibadan,107.01,Bike,2.299265794002452,141.50948657064245,Rain,Low,0,4.711467220574034,False,2,Tuesday
ORD-10750,2023-12-10,2023-12-13 00:00:00,Port Harcourt,Kano,447.89,Bike,7.945959800479588,505.11070338063115,Storm,Low,0,,True,12,Sunday
ORD-10751,2023-07-07,2023-07-09 18:00:00,Ibadan,Ibadan,96.11,Bike,3.5095473114282854,113.81492688240004,Rain,High,0,4.577372927637671,False,7,Friday
ORD-10752,2023-05-16,2023-05-16 14:00:00,Abuja,Ibadan,60.83,BIKE,1.2314504576999976,95.07180486027089,Rain,High,0,3.7320489613320618,False,5,Tuesday
ORD-10753,2023-01-18,2023-01-19 22:00:00,Lagos,Abuja,150.67,Bike,3.4365587189883504,206.06952771319928,Storm,High,0,,False,1,Wednesday
ORD-10754,2023-09-11,2023-09-12 06:00:00,Port Harcourt,Port Harcourt,273.8,Bike,4.880873064878003,325.2512291589886,Rain,High,1,,False,9,Monday
ORD-10755,2024-01-01,2024-01-02 22:00:00,Ibadan,Port Harcourt,465.85,Bike,8.816364389407926,760.8311197222199,Storm,High,0,4.745966166460088,False,1,Monday
ORD-10756,2023-04-12,2023-04-13 19:00:00,Port Harcourt,Abuja,200.36,Bike,6.058335841426678,104.51221743429588,Clear,Medium,1,4.502451751008412,False,4,Wednesday
ORD-10757,2023-07-03,2023-07-03 10:00:00,Lagos,Lagos,53.12,Truck,1.2332180874343208,75.8534156132501,Storm,Low,0,4.951420567651809,False,7,Monday
ORD-10758,2023-07-12,2023-07-13 21:00:00,port harcourt,Port Harcourt,108.13,Bike,4.765668386852878,182.70669429108295,Storm,Medium,1,2.5811086151179676,False,7,Wednesday
ORD-10759,2023-02-11,2023-02-11 09:00:00,Abuja,Ibadan,329.7,Truck,7.984660338824192,232.94294685220692,Clear,High,0,3.9199357432902016,True,2,Saturday
ORD-10760,2023-06-12,2023-06-13 10:00:00,Port Harcourt,Abuja,148.88,Bike,2.587748938468507,318.228090731171,Storm,Medium,1,3.149177097376035,False,6,Monday
ORD-10761,2023-08-15,2023-08-15 05:00:00,Port Harcourt,Ibadan,484.89,Van,-5.0,579.4617773193729,Storm,Low,0,2.6319131446490065,False,8,Tuesday
ORD-10762,2023-07-29,2023-07-30 19:00:00,Port Harcourt,Lagos,346.31,Van,9.03798721022663,330.04840862512754,Clear,Low,0,3.132145295625278,True,7,Saturday
ORD-10763,2023-09-01,2023-09-03 10:00:00,Kano,Ibadan,289.24,Bike,8.415882665758843,621.028492050405,Clear,Medium,1,3.6933759953060035,False,9,Friday
ORD-10764,2023-03-26,2023-03-28 00:00:00,Ibadan,Ibadan,176.06,Bike,5.102834629620314,371.7381987782929,Storm,High,0,3.022648434267115,True,3,Sunday
ORD-10765,2023-12-28,2023-12-29 08:00:00,Port Harcourt,Lagos,43.26,Van,1.1187624869105897,63.344069198544716,Clear,High,1,3.05309674111516,False,12,Thursday
ORD-10766,2023-10-15,2023-10-16 11:00:00,Port Harcourt,Lagos,191.11,Bike,3.6515813542974658,410.3604165004727,Rain,High,0,3.6478100582167023,True,10,Sunday
ORD-10767,2023-05-12,2023-05-14 03:00:00,Lagos,Lagos,152.34,Bike,2.65853689612388,112.31838254614469,Clear,Medium,1,4.209666129588358,False,5,Friday
ORD-10768,2023-01-09,2023-01-09 13:00:00,Abuja,Ibadan,266.25,Truck,12.49626729374833,1931.8998607260971,Storm,Medium,0,2.9030470299378064,False,1,Monday
ORD-10769,2023-12-07,2023-12-08 00:00:00,Ibadan,Port Harcourt,328.55,Van,5.583213767439687,533.6892677504994,Storm,Low,1,2.671126131415042,False,12,Thursday
ORD-10770,2023-03-16,2023-03-18 07:00:00,Port Harcourt,Kano,2094.2,Bike,8.494245031124592,361.373407756112,Rain,High,1,4.154444331179096,False,3,Thursday
ORD-10771,2023-04-09,2023-04-11 00:00:00,Ibadan,Port Harcourt,39.32,Truck,1.1501566275422779,,Clear,Low,0,4.584110026187931,True,4,Sunday
ORD-10772,2024-01-01,2024-01-02 05:00:00,Port Harcourt,Lagos,407.52,Truck,9.163262956140722,508.14316360096007,Storm,High,0,,False,1,Monday
ORD-10773,2023-06-14,2023-06-16 04:00:00,Lagos,Port Harcourt,178.09,Bike,4.8755847510763894,329.75960946356895,Clear,High,0,2.675270349103142,False,6,Wednesday
ORD-10774,2023-08-20,2023-08-22 13:00:00,Abuja,Ibadan,198.23,Bike,7.268852465648554,161.28496514990078,Rain,Medium,1,2.604788041790644,True,8,Sunday
ORD-10775,2023-11-04,2023-11-06 08:00:00,Port Harcourt,Abuja,210.17,Van,7.863246413958449,474.7026628582898,Rain,Low,0,3.07845159094212,True,11,Saturday
ORD-10776,2023-01-10,2023-01-12 18:00:00,Lagos,Ibadan,251.71,Truck,5.109882014054174,608.1907680502214,Storm,Medium,0,4.715454430323363,False,1,Tuesday
ORD-10777,2023-12-21,2023-12-21 16:00:00,Ibadan,Kano,,Truck,8.246491513478302,827.366591626043,Clear,High,0,3.508026582959557,False,12,Thursday
ORD-10778,2023-07-30,2023-07-30 09:00:00,Ibadan,Abuja,376.45,Van,9.125671081704569,698.2681238277829,Rain,Medium,0,4.328741160107848,True,7,Sunday
ORD-10779,2023-09-09,2023-09-11 05:00:00,Kano,Port Harcourt,4124.1,Bike,15.949368394314606,893.2220879999347,Clear,Medium,0,4.611664772725561,True,9,Saturday
ORD-10780,2023-04-08,2023-04-09 15:00:00,Kano,Lagos,216.22,Van,6.149318592129004,503.81886316974766,Storm,Low,0,4.610530813215358,True,4,Saturday
ORD-10781,2023-08-01,2023-08-02 16:00:00,Abuja,Port Harcourt,242.53,Van,5.978973719422391,270.8906246192891,Rain,Medium,0,3.3130279906905282,False,8,Tuesday
ORD-10782,2023-03-11,2023-03-13 16:00:00,Abuja,Port Harcourt,20.6,Van,0.6670996507439029,10.562816588351536,Clear,Low,1,4.914368024549368,True,3,Saturday
ORD-10783,2023-05-09,2023-05-10 17:00:00,Port Harcourt,Kano,198.18,Truck,4.033391041879991,236.15370516595604,Storm,Medium,0,4.5135751076149475,False,5,Tuesday
ORD-10784,2023-11-08,2023-11-09 06:00:00,Port Harcourt,Ibadan,473.43,Bike,13.147732282176158,978.3885281417635,Rain,Low,0,4.97583075948412,False,11,Wednesday
ORD-10785,2023-10-26,2023-10-28 23:00:00,Port Harcourt,Kano,13.86,Bike,0.31399270953208963,25.21150581137479,Storm,High,0,2.8009689469727226,False,10,Thursday
ORD-10786,2023-06-12,2023-06-13 22:00:00,Port Harcourt,Kano,469.33,Truck,17.224806246509953,819.2187094851092,Rain,High,0,3.268041042553177,False,6,Monday
ORD-10787,2023-11-05,2023-11-06 08:00:00,Kano,Ibadan,273.68,VAN,7.459713361994953,224.54108495050048,Clear,Low,0,3.545361970406999,True,11,Sunday
ORD-10788,2023-03-01,2023-03-02 17:00:00,abuja,Abuja,378.88,Truck,6.775564762211987,253.18857735366993,Storm,Medium,0,2.7506139093071917,False,3,Wednesday
ORD-10789,2023-11-15,2023-11-17 08:00:00,Port Harcourt,Ibadan,9.28,Truck,0.19970411379800743,15.821461642899868,Storm,Low,0,3.08453208273266,False,11,Wednesday
ORD-10790,2023-11-19,2023-11-19 05:00:00,Lagos,Abuja,12.83,Van,0.24027167413946865,,Rain,High,0,3.0786880344132452,True,11,Sunday
ORD-10791,2023-06-13,2023-06-14 16:00:00,Lagos,Kano,434.34,Van,7.612180565365829,581.69191489662,Rain,High,0,2.5984795842320487,False,6,Tuesday
ORD-10792,2023-06-22,2023-06-24 11:00:00,Ibadan,Port Harcourt,287.4,Truck,8.046857831830248,160.1694153716358,Rain,Medium,0,2.5282563414725563,False,6,Thursday
ORD-10793,2023-07-11,2023-07-12 18:00:00,Lagos,Ibadan,393.9,Bike,12.211184518740978,228.66525477067304,Clear,Low,0,3.494211036082637,False,7,Tuesday
ORD-10794,2023-03-22,2023-03-24 16:00:00,Kano,Ibadan,486.93,Van,11.657982754748875,511.5094288447009,Clear,Low,1,3.178730006356778,False,3,Wednesday
ORD-10795,2023-02-23,2023-02-23 13:00:00,Kano,Kano,452.22,Bike,12.92467821911724,723.433122917311,Clear,Medium,0,3.565303094880577,False,2,Thursday
ORD-10796,2023-11-07,2023-11-09 21:00:00,Port Harcourt,Ibadan,416.35,Van,7.972090164861298,394.9650639573313,Rain,Low,0,4.5432632805330915,False,11,Tuesday
ORD-10797,2023-03-17,2023-03-18 05:00:00,Port Harcourt,Abuja,465.27,Bike,19.537308520567553,651.4325663316796,Storm,Low,0,4.6767211386435985,False,3,Friday
ORD-10798,2023-12-12,2023-12-14 05:00:00,port harcourt,Port Harcourt,42.68,Bike,1.5004374557927458,85.57069729638314,Storm,Low,0,3.731338451785723,False,12,Tuesday
ORD-10799,2023-02-09,2023-02-10 04:00:00,Kano,Kano,221.61,Bike,6.639791672771242,285.68734159565344,Rain,Low,0,2.9034183959709576,False,2,Thursday
ORD-10800,2023-07-08,2023-07-09 03:00:00,Ibadan,Abuja,286.43,Van,5.485347527619313,578.6807902395905,Clear,Low,0,2.8731236743536845,True,7,Saturday
ORD-10801,2023-02-28,2023-03-01 05:00:00,Lagos,Port Harcourt,134.82,Bike,3.9142944240417523,177.54596297098323,Storm,Medium,0,2.6417010804145886,False,2,Tuesday
ORD-10802,2023-12-18,2023-12-19 07:00:00,Port Harcourt,Lagos,18.3,Bike,0.5129438073812469,34.666191132250084,Rain,High,0,4.103761203140629,False,12,Monday
ORD-10803,2023-10-29,2023-10-29 17:00:00,Kano,Lagos,130.65,Bike,2.3564553307556744,299.36878243686687,Clear,Low,0,3.0749843849081016,True,10,Sunday
ORD-10804,2023-02-25,2023-02-27 08:00:00,Kano,Abuja,2062.4,BIKE,6.96256595016903,380.4648876809619,Rain,High,1,4.182730327278042,True,2,Saturday
ORD-10805,2023-10-27,2023-10-28 09:00:00,Abuja,Kano,412.35,Van,11.492575336032411,335.0896057435976,Rain,Low,1,3.4011862628538845,False,10,Friday
ORD-10806,2023-06-30,2023-06-30 16:00:00,Lagos,Kano,335.96,Bike,10.898677771217372,222.55981621929948,Rain,Low,1,2.8905037698264984,False,6,Friday
ORD-10807,2023-05-10,2023-05-12 20:00:00,Kano,Kano,494.22,Truck,8.363682283651583,1031.7515666268628,Rain,High,0,3.9445176256277117,False,5,Wednesday
ORD-10808,2023-12-16,2023-12-17 02:00:00,Kano,Lagos,433.18,Bike,13.717960278684718,621.770295248398,Rain,Low,0,3.5279761896737276,True,12,Saturday
